region,product_name,total_sales,profit_margin
Online,NT Bluetooth Active Headphones E202 Red,2011.35,1086.50
South Carolina,NT Bluetooth Active Headphones E202 Red,493.35,266.50
Nevada,NT Bluetooth Active Headphones E202 Silver,417.45,225.50
New Hampshire,NT Bluetooth Active Headphones E202 White,75.90,41.00
West Virginia,NT Bluetooth Active Headphones E202 White,303.60,164.00
Brandenburg,NT Bluetooth Stereo Headphones E52 Black,205.52,100.72
Fermanagh,NT Bluetooth Stereo Headphones E52 Black,359.66,176.26
Wyoming,NT Bluetooth Stereo Headphones E52 Blue,411.04,201.44
Armagh,NT Bluetooth Stereo Headphones E52 Pink,256.90,125.90
New Mexico,NT Bluetooth Stereo Headphones E52 Pink,179.83,88.13
Nunavut,NT Bluetooth Stereo Headphones E52 Pink,77.07,37.77
Dungannon and South Tyrone,NT Bluetooth Stereo Headphones E52 Yellow,205.52,100.72
Nevada,NT Bluetooth Stereo Headphones E52 Yellow,282.59,138.49
New Mexico,NT Bluetooth Stereo Headphones E52 Yellow,51.38,25.18
Hawaii,NT Washer & Dryer 15.5in E1550 Blue,4999.50,2450.60
Online,NT Washer & Dryer 15.5in E1550 Blue,2999.70,1470.36
Oregon,NT Washer & Dryer 15.5in E1550 Blue,6999.30,3430.84
Online,NT Washer & Dryer 15.5in E1550 Silver,7999.20,3920.96
Berlin,NT Washer & Dryer 24in M2400 Blue,7275.60,3929.80
Idaho,NT Washer & Dryer 24in M2400 Blue,9094.50,4912.25
Alaska,NT Washer & Dryer 24in M2400 Silver,5456.70,2947.35
Australian Capital Territory,NT Washer & Dryer 25.5in M2550 Blue,5969.70,3224.46
Iowa,NT Washer & Dryer 25.5in M2550 Blue,1989.90,1074.82
Kansas,NT Washer & Dryer 25.5in M2550 Blue,5969.70,3224.46
Online,NT Washer & Dryer 25.5in M2550 Blue,3979.80,2149.64
Drenthe,NT Washer & Dryer 25.5in M2550 White,5969.70,3224.46
Dungannon and South Tyrone,NT Washer & Dryer 27in L2700 White,13264.50,8869.70
Blaenau Gwent,NT Wireless Bluetooth Stereo Headphones E102 Black,575.40,310.80
Connecticut,NT Wireless Bluetooth Stereo Headphones E102 Black,95.90,51.80
Flevoland,NT Wireless Bluetooth Stereo Headphones E102 Black,335.65,181.30
Hessen,NT Wireless Bluetooth Stereo Headphones E102 Black,575.40,310.80
New Mexico,NT Wireless Bluetooth Stereo Headphones E102 Black,671.30,362.60
Northwest Territories,NT Wireless Bluetooth Stereo Headphones E102 Black,239.75,129.50
Belfast,NT Wireless Bluetooth Stereo Headphones E102 Blue,287.70,155.40
Kansas,NT Wireless Bluetooth Stereo Headphones E102 Blue,191.80,103.60
Nebraska,NT Wireless Bluetooth Stereo Headphones E102 Blue,287.70,155.40
Washington DC,NT Wireless Bluetooth Stereo Headphones E102 Blue,143.85,77.70
Alaska,NT Wireless Bluetooth Stereo Headphones E102 Silver,95.90,51.80
Iowa,NT Wireless Bluetooth Stereo Headphones E102 Silver,239.75,129.50
Montana,NT Wireless Bluetooth Stereo Headphones E102 Silver,431.55,233.10
Idaho,NT Wireless Bluetooth Stereo Headphones E102 White,863.10,466.20
Nevada,NT Wireless Bluetooth Stereo Headphones E102 White,47.95,25.90
Hawaii,NT Wireless Bluetooth Stereo Headphones E302 Black,81.10,43.80
Idaho,NT Wireless Bluetooth Stereo Headphones E302 Black,446.05,240.90
New Hampshire,NT Wireless Bluetooth Stereo Headphones E302 Black,324.40,175.20
Utah,NT Wireless Bluetooth Stereo Headphones E302 Black,40.55,21.90
Connecticut,NT Wireless Bluetooth Stereo Headphones E302 Pink,364.95,197.10
Tasmania,Contoso DVD 38 DVD Storage Binder E25 Red,19.98,9.80
Wyoming,Contoso DVD 38 DVD Storage Binder E25 Red,29.97,14.70
Freistaat Thüringen,Contoso DVD 38 DVD Storage Binder E25 Silver,119.88,58.80
Hessen,Contoso DVD 38 DVD Storage Binder E25 Silver,39.96,19.60
Iowa,Contoso DVD 38 DVD Storage Binder E25 Silver,9.99,4.90
Maine,Contoso DVD 38 DVD Storage Binder E25 Silver,9.99,4.90
Northwest Territories,Contoso DVD 38 DVD Storage Binder E25 Silver,19.98,9.80
South Dakota,Contoso DVD 38 DVD Storage Binder E25 Silver,29.97,14.70
Franche-Comté,Contoso DVD 48 DVD Storage Binder M50 Black,17.99,9.72
Utah,Contoso DVD 48 DVD Storage Binder M50 Black,71.96,38.88
Ayrshire,Contoso DVD 48 DVD Storage Binder M50 Red,71.96,38.88
Freie Hansestadt Bremen,Contoso DVD 48 DVD Storage Binder M50 Red,35.98,19.44
Limousin,Contoso DVD 48 DVD Storage Binder M50 Red,17.99,9.72
Utah,Contoso DVD 48 DVD Storage Binder M50 Red,53.97,29.16
Freistaat Thüringen,Contoso DVD 48 DVD Storage Binder M50 Silver,89.95,48.60
Montana,Contoso DVD 48 DVD Storage Binder M50 Silver,35.98,19.44
South Carolina,Contoso DVD 48 DVD Storage Binder M50 Silver,215.88,116.64
Martinique,Contoso DVD 55DVD Storage Binder M56 Black,12.66,6.84
South Carolina,Contoso DVD 55DVD Storage Binder M56 Black,101.28,54.72
Arkansas,Contoso DVD 55DVD Storage Binder M56 Red,63.30,34.20
Freie Hansestadt Bremen,Contoso DVD 55DVD Storage Binder M56 Red,37.98,20.52
Hamburg,Contoso DVD 55DVD Storage Binder M56 Red,113.94,61.56
Basse-Normandie,Contoso DVD 55DVD Storage Binder M56 Silver,113.94,61.56
New Hampshire,Contoso DVD 55DVD Storage Binder M56 Silver,139.26,75.24
Nunavut,Contoso DVD 55DVD Storage Binder M56 Silver,50.64,27.36
West Virginia,Contoso DVD 55DVD Storage Binder M56 Silver,75.96,41.04
Berlin,Contoso DVD 58 DVD Storage Binder M55 Black,55.56,30.00
Freistaat Thüringen,Contoso DVD 58 DVD Storage Binder M55 Black,13.89,7.50
Iowa,Contoso DVD 58 DVD Storage Binder M55 Black,152.79,82.50
Maine,Contoso DVD 58 DVD Storage Binder M55 Black,27.78,15.00
South Dakota,Contoso DVD 58 DVD Storage Binder M55 Black,13.89,7.50
Arkansas,Contoso DVD 58 DVD Storage Binder M55 Red,305.58,165.00
Arkansas,Contoso DVD 58 DVD Storage Binder M55 Silver,111.12,60.00
Ayrshire,Contoso DVD 58 DVD Storage Binder M55 Silver,13.89,7.50
Nunavut,Contoso DVD 58 DVD Storage Binder M55 Silver,166.68,90.00
Washington DC,Contoso DVD 58 DVD Storage Binder M55 Silver,97.23,52.50
Montana,Contoso DVD 60 DVD Storage Binder L20 Black,274.68,183.72
Alaska,Contoso DVD 60 DVD Storage Binder L20 Red,137.34,91.86
Ayrshire,Contoso DVD 60 DVD Storage Binder L20 Red,22.89,15.31
Belfast,Contoso DVD 60 DVD Storage Binder L20 Red,114.45,76.55
Enna,Contoso DVD 60 DVD Storage Binder L20 Red,91.56,61.24
Flevoland,Contoso DVD 60 DVD Storage Binder L20 Red,22.89,15.31
Groningen,Contoso DVD 60 DVD Storage Binder L20 Red,22.89,15.31
Idaho,Contoso DVD 60 DVD Storage Binder L20 Red,251.79,168.41
Maine,Contoso DVD 60 DVD Storage Binder L20 Red,274.68,183.72
Online,Contoso DVD 60 DVD Storage Binder L20 Red,1098.72,734.88
Arkansas,Contoso DVD 60 DVD Storage Binder L20 Silver,22.89,15.31
Dungannon and South Tyrone,Contoso DVD 7-Inch Player Portable E200 Black,879.92,431.28
Hawaii,Contoso DVD 7-Inch Player Portable E200 Black,879.92,431.28
Idaho,Contoso DVD 7-Inch Player Portable E200 Black,769.93,377.37
Maine,Contoso DVD 7-Inch Player Portable E200 Black,659.94,323.46
New Mexico,Contoso DVD 7-Inch Player Portable E200 Black,1759.84,862.56
Online,Contoso DVD 7-Inch Player Portable E200 Black,7589.31,3719.79
Utah,Contoso DVD 7-Inch Player Portable E200 Black,769.93,377.37
Nunavut,Contoso General Soft Carrying Case E318 Blue,44.97,22.05
Arkansas,Contoso General Soft Carrying Case E318 Silver,89.94,44.10
South Carolina,Contoso General Soft Carrying Case E318 Silver,29.98,14.70
Victoria,Contoso General Soft Carrying Case E318 White,14.99,7.35
Alaska,Contoso Genuine Leather Grip Belt E322 Black,77.99,38.23
Freistaat Thüringen,Contoso Genuine Leather Grip Belt E322 Silver,155.98,76.46
Maine,Contoso Genuine Leather Grip Belt E322 White,77.99,38.23
Online,Contoso Genuine Leather Grip Belt E322 White,1793.77,879.29
Wyoming,Contoso Home Theater System 2.1 Channel E1200 Black,598.00,293.12
Nunavut,Contoso Home Theater System 2.1 Channel E1200 Brown,299.00,146.56
New Hampshire,Contoso Home Theater System 2.1 Channel E1220 Silver,398.00,195.08
Iowa,Contoso Home Theater System 2.1 Channel M1210 White,1974.00,967.62
Hamburg,Contoso Home Theater System 2.1 Channel M1230 Brown,2520.00,1235.22
New Hampshire,Contoso Home Theater System 4.1 Channel M1420 Black,1440.00,705.84
Nebraska,Contoso Home Theater System 5.1 Channel M1500 Silver,1287.00,695.16
North Down,Contoso Home Theater System 5.1 Channel M1500 Silver,1287.00,695.16
Alaska,Contoso Home Theater System 5.1 Channel M1510 Black,1467.00,792.39
Montana,Contoso Home Theater System 5.1 Channel M1510 Silver,3912.00,2113.04
Dungannon and South Tyrone,Contoso Home Theater System 5.1 Channel M1510 White,489.00,264.13
Fermanagh,Contoso Home Theater System 5.1 Channel M1520 Silver,1017.00,549.33
Maine,Contoso Home Theater System 5.1 Channel M1530 Brown,1596.00,862.04
South Carolina,Contoso Home Theater System 5.1 Channel M1530 Brown,4788.00,2586.12
South Dakota,Contoso Home Theater System 7.1 Channel M1700 Silver,1778.00,1188.92
Arkansas,Contoso Home/Office Laptop Power Adapter E300 Black,76.50,37.50
South Carolina,Contoso Home/Office Laptop Power Adapter E300 Black,153.00,75.00
Idaho,Contoso Hybrid system M60 Black,28.99,15.66
Alaska,Contoso Hybrid system M60 Grey,173.94,93.96
West Virginia,Contoso Hybrid system M60 White,231.92,125.28
Alaska,Contoso In front of Centrex L15 White,93.98,62.84
Dungannon and South Tyrone,Contoso In-Line Coupler E180 Black,30.15,14.76
Online,Contoso In-Line Coupler E180 Black,117.25,57.40
Belfast,Contoso In-Line Coupler E180 Silver,3.35,1.64
Connecticut,Contoso In-Line Coupler E180 Silver,23.45,11.48
Hamburg,Contoso In-Line Coupler E180 Silver,10.05,4.92
Idaho,Contoso In-Line Coupler E180 White,16.75,8.20
Freistaat Thüringen,Contoso Integrated Business Phone With card L10 Black,126.00,84.24
Nevada,Contoso Integrated Business Phone With card L10 Black,84.00,56.16
Freie Hansestadt Bremen,Contoso Integrated Business Phone With card L10 White,42.00,28.08
South Carolina,Contoso Integrated Business Phone With card L10 White,336.00,224.64
North Down,Contoso KSU-less key system M38 Black,26.99,14.58
Martinique,Contoso KSU-less key system M38 Grey,80.97,43.74
Montana,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black,179.40,87.96
Nevada,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,29.90,14.66
Online,Contoso Laptop Keyboard X105 White,2770.80,1852.80
Alaska,Contoso Laptop Starter Bundle M200 Black,66.00,35.64
Northwest Territories,Contoso Laptop Starter Bundle M200 Grey,49.50,26.73
Montana,Contoso Leather Case - case for digital photo camera X20 White,159.60,106.72
Arkansas,Contoso Lens Adapter M450 Grey,408.00,220.38
South Carolina,Contoso Lens Adapter M450 Grey,340.00,183.65
Armagh,Contoso Lens cap E80 White,29.95,14.68
Iowa,Contoso Lens Cap Keeper E314 Pink,55.60,27.28
Oregon,Contoso Lens Cap Keeper E314 Pink,27.80,13.64
New Mexico,Contoso Lens Cap Keeper E314 White,20.85,10.23
Blaenau Gwent,MGS Hand Games for Office worker L299 Silver,320.91,214.51
Hawaii,MGS Hand Games for Office worker L299 Silver,67.56,45.16
Tasmania,MGS Hand Games for Office worker L299 Yellow,16.89,11.29
Wyoming,MGS Hand Games for Office worker L299 Yellow,67.56,45.16
Ayrshire,MGS Hand Games for students E400 Black,6.99,3.43
Blaenau Gwent,MGS Hand Games for students E400 Black,20.97,10.29
Enna,MGS Hand Games for students E400 Black,41.94,20.58
Flevoland,MGS Hand Games for students E400 Black,6.99,3.43
Kansas,MGS Hand Games for students E400 Black,111.84,54.88
Washington DC,MGS Hand Games for students E400 Black,69.90,34.30
West Virginia,MGS Hand Games for students E400 Black,13.98,6.86
Nebraska,MGS Hand Games for students E400 Red,34.95,17.15
Northwest Territories,MGS Hand Games for students E400 Red,13.98,6.86
Tasmania,MGS Hand Games for students E400 Red,55.92,27.44
Berlin,MGS Hand Games for students E400 Silver,34.95,17.15
Idaho,MGS Hand Games for students E400 Silver,13.98,6.86
Oregon,MGS Hand Games for students E400 Silver,111.84,54.88
Connecticut,MGS Hand Games for students E400 Yellow,48.93,24.01
Limousin,MGS Hand Games for students E400 Yellow,13.98,6.86
Nebraska,MGS Hand Games for students E400 Yellow,76.89,37.73
Nevada,MGS Hand Games for students E400 Yellow,34.95,17.15
Washington DC,MGS Hand Games for students E400 Yellow,104.85,51.45
West Virginia,MGS Hand Games for students E400 Yellow,55.92,27.44
Nevada,MGS Hand Games men M300 Black,13.78,7.44
Arkansas,MGS Hand Games men M300 Red,89.57,48.36
Blaenau Gwent,MGS Hand Games men M300 Red,6.89,3.72
Hawaii,MGS Hand Games men M300 Red,27.56,14.88
North Down,MGS Hand Games men M300 Silver,6.89,3.72
Washington DC,MGS Hand Games men M300 Silver,34.45,18.60
Western Australia,MGS Hand Games men M300 Silver,27.56,14.88
Alaska,MGS Hand Games men M300 Yellow,13.78,7.44
Groningen,MGS Hand Games men M300 Yellow,6.89,3.72
Northwest Territories,MGS Hand Games men M300 Yellow,6.89,3.72
Armagh,MGS Hand Games women M400 Black,26.97,14.58
Ayrshire,MGS Hand Games women M400 Black,89.90,48.60
Belfast,MGS Hand Games women M400 Black,71.92,38.88
Connecticut,MGS Hand Games women M400 Black,26.97,14.58
Pesaro,MGS Hand Games women M400 Black,17.98,9.72
West Virginia,MGS Hand Games women M400 Black,8.99,4.86
Corse,MGS Hand Games women M400 Red,62.93,34.02
Friesland,MGS Hand Games women M400 Red,53.94,29.16
Wyoming,MGS Hand Games women M400 Silver,17.98,9.72
Wyoming,MGS Hand Games women M400 Yellow,26.97,14.58
Armagh,MGS Impossible Creatures E114,224.00,109.76
Limousin,MGS Impossible Creatures E114,56.00,27.44
North Down,MGS Impossible Creatures E114,56.00,27.44
Dungannon and South Tyrone,MGS Impossible Creatures2009 E154,86.00,42.16
Connecticut,MGS King& Myths: The Age Collection M340,72.45,39.13
Nebraska,MGS King& Myths: The Age Collection M340,724.50,391.30
Arkansas,MGS Kings & Myths: The Age Collection2009 E147,172.00,84.32
Enna,MGS Kings & Myths: The Age Collection2009 E147,43.00,21.08
Newfoundland and Labrador,MGS Kings & Myths: The Age Collection2009 E147,43.00,21.08
Western Australia,MGS Kings & Myths: The Age Collection2009 E147,301.00,147.56
Nebraska,MGS MechCollection E116,168.00,82.32
New Hampshire,MGS MechCollection E116,84.00,41.16
Washington DC,MGS MechCollection E116,112.00,54.88
West Virginia,MGS MechCollection E116,196.00,96.04
Maine,MGS MechCollection2009 E156,96.00,47.07
Connecticut,MGS MechCommander 2 E123,167.70,82.20
Nebraska,MGS MechCommander 2 E123,55.90,27.40
Connecticut,MGS MechCommander 2009 E173,96.00,47.07
Washington DC,MGS Hand Games for students E400 Silver,48.93,24.01
Brandenburg,MGS Hand Games for students E400 Yellow,27.96,13.72
Freistaat Thüringen,MGS Hand Games for students E400 Yellow,13.98,6.86
Ayrshire,MGS Hand Games men M300 Black,27.56,14.88
Enna,MGS Hand Games men M300 Black,20.67,11.16
Hawaii,MGS Hand Games men M300 Black,96.46,52.08
New Hampshire,MGS Hand Games men M300 Black,62.01,33.48
Newfoundland and Labrador,MGS Hand Games men M300 Black,41.34,22.32
Online,MGS Hand Games men M300 Black,461.63,249.24
Hamburg,MGS Hand Games men M300 Red,34.45,18.60
Northwest Territories,MGS Hand Games men M300 Red,6.89,3.72
Friesland,MGS Hand Games men M300 Yellow,13.78,7.44
Hawaii,MGS Hand Games men M300 Yellow,41.34,22.32
Berlin,MGS Hand Games women M400 Black,8.99,4.86
Montana,MGS Hand Games women M400 Black,107.88,58.32
Nevada,MGS Hand Games women M400 Black,98.89,53.46
South Dakota,MGS Hand Games women M400 Black,8.99,4.86
Wyoming,MGS Hand Games women M400 Black,17.98,9.72
Armagh,MGS Hand Games women M400 Red,53.94,29.16
Nevada,MGS Hand Games women M400 Red,35.96,19.44
New Mexico,MGS Hand Games women M400 Red,80.91,43.74
Ayrshire,MGS Hand Games women M400 Silver,17.98,9.72
Hawaii,MGS Hand Games women M400 Silver,80.91,43.74
Newfoundland and Labrador,MGS Hand Games women M400 Silver,134.85,72.90
Utah,MGS Hand Games women M400 Silver,98.89,53.46
West Virginia,MGS Hand Games women M400 Silver,107.88,58.32
Australian Capital Territory,MGS Hand Games women M400 Yellow,26.97,14.58
Flevoland,MGS Impossible Creatures E114,84.00,41.16
Hawaii,MGS Impossible Creatures E114,112.00,54.88
Online,MGS Impossible Creatures E114,252.00,123.48
Franche-Comté,MGS Impossible Creatures2009 E154,86.00,42.16
Hawaii,MGS Impossible Creatures2009 E154,258.00,126.48
Online,MGS Impossible Creatures2009 E154,1376.00,674.56
Arkansas,MGS MechCommander 2009 E173,64.00,31.38
Berlin,MGS MechCommander 2009 E173,32.00,15.69
Freistaat Thüringen,MGS MechCommander 2009 E173,320.00,156.90
Montana,MGS MechCommander 2009 E173,32.00,15.69
Montana,MGS MechWarrior 4 Mach Packs X100,218.00,145.78
Victoria,MGS MechWarrior 4 Mach Packs X100,1090.00,728.90
Arkansas,MGS MechWarrior 4 Mach Paks2009 E161,544.00,266.73
Belfast,MGS MechWarrior 4 Mach Paks2009 E161,192.00,94.14
Blaenau Gwent,MGS MechWarrior 4 Mach Paks2009 E161,128.00,62.76
La Réunion,MGS MechWarrior 4 Mach Paks2009 E161,64.00,31.38
Western Australia,MGS MechWarrior 4 Mach Paks2009 E161,64.00,31.38
Oregon,MGS MechWarrior 4: Knight E121,259.60,127.24
Wyoming,MGS MechWarrior 4: Knight E121,194.70,95.43
Freie Hansestadt Bremen,MGS MechWarrior 4: Vengeance 2009 E175,32.00,15.69
Hawaii,MGS MechWarrior 4: Vengeance 2009 E175,64.00,31.38
Saarland,MGS MechWarrior 4: Vengeance 2009 E175,384.00,188.28
Arkansas,MGS MechWarrior 4: Vengeance X800,104.89,70.14
Washington DC,MGS MechWarrior 4: Vengeance X800,209.78,140.28
Alaska,MGS MechWarrior 4:Knight2009 E171,256.00,125.52
Wyoming,MGS MechWarrior 4:Knight2009 E171,64.00,31.38
Nebraska,MGS Racing Madness 2009 E169,96.00,47.07
Nunavut,MGS Racing Madness 2009 E169,64.00,31.38
Tasmania,MGS Racing Madness 2009 E169,128.00,62.76
West Virginia,MGS Racing Madness 2009 E169,96.00,47.07
Connecticut,MGS Return of Arcade Anniversary Edition 2009 E176,128.00,62.76
Nevada,MGS Return of Arcade Anniversary Edition M390,568.80,307.20
Nunavut,MGS Rise of Nations: Gold Edition 2009 E143,86.00,42.16
Freie Hansestadt Bremen,MGS Rise of Nations: Rise of Legends 2008 E137,43.00,21.08
South Dakota,MGS Rise of Nations: Rise of Legends 2008 E137,43.00,21.08
North Down,Fabrikam Budget Moviemaker 2/3'' 17mm E100 Black,2300.00,1127.40
Northwest Territories,Fabrikam Budget Moviemaker 2/3'' 17mm E100 Black,2760.00,1352.88
Flevoland,Fabrikam Budget Moviemaker 2/3'' 17mm E100 White,2460.00,1205.82
Online,Fabrikam Business Videographer 1'' 25mm M600 Black,8880.00,4796.40
Nunavut,Fabrikam Business Videographer 1'' 25mm M600 Grey,3560.00,1922.88
Hamburg,Fabrikam Business Videographer 1'' 25mm M600 White,2670.00,1442.16
Australian Capital Territory,Fabrikam Business Videographer 1/2'' 3mm M500 Black,6160.00,3327.24
Australian Capital Territory,Fabrikam Business Videographer 1/2'' 3mm M500 Grey,880.00,475.32
Newfoundland and Labrador,Fabrikam Business Videographer 1/2'' 3mm M500 Grey,5280.00,2851.92
Online,Fabrikam Business Videographer 1/2'' 3mm M500 White,21072.00,11381.76
Alaska,"Fabrikam Business Videographer 1/2"" 3mm M500 Blue",1756.00,948.48
Oregon,"Fabrikam Business Videographer 1/2"" 3mm M500 Orange",6160.00,3327.24
Blaenau Gwent,Fabrikam Business Videographer 1/3'' 8.5mm M380 Black,2580.00,1393.56
Alaska,Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,860.00,464.52
Wyoming,"Fabrikam Business Videographer 1/3"" 8.5mm M380 Blue",4280.00,2311.80
Kansas,Fabrikam Business Videographer 2/3'' 17mm M280 Black,3400.00,1836.48
Online,Fabrikam Business Videographer 2/3'' 17mm M280 Black,10200.00,5509.44
Pesaro,Fabrikam Business Videographer 2/3'' 17mm M280 Black,5100.00,2754.72
Washington DC,Fabrikam Business Videographer 2/3'' 17mm M280 Grey,2550.00,1377.36
Nevada,Fabrikam Business Videographer 2/3'' 17mm M280 White,5866.00,3168.41
West Virginia,Fabrikam Business Videographer 2/3'' 17mm M280 White,838.00,452.63
Nebraska,"Fabrikam Business Videographer 2/3"" 17mm M280 Orange",850.00,459.12
Tasmania,"Fabrikam Business Videographer 2/3"" 17mm M280 Orange",4250.00,2295.60
Hamburg,Fabrikam Coffee Maker 12C M100 Black,1335.00,721.08
Limousin,Fabrikam Coffee Maker 12C M100 White,2225.00,1201.80
Northwest Territories,Fabrikam Coffee Maker 12C M100 White,445.00,240.36
Western Australia,Fabrikam Coffee Maker 4C E080 Black,259.80,127.34
Hessen,Fabrikam Coffee Maker 4C E080 Grey,389.70,191.01
Washington DC,Fabrikam Coffee Maker 4C E080 Silver,649.50,318.35
